years of age and older, weighing up to 77 lb. The 6V battery and charger are
included. Backed by a limited 1-year warranty on the vehicle, a limited 6-month
warranty on the battery, and the support of a dedicated U.S. Customer Service
152,mini-cooper-s-6v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/yrq93mcwvifarytse9st.jpg?v=1649282485,12,,,,,,,,,,,,,,,,,,,,,,,,
153,mini-cooper-s-6v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/jsx1ypvuwluhfmwowlp5.jpg?v=1649282457,13,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
154,mini-cooper-s-6v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/xa1wwdd4tguska3r6tmh.jpg?v=1649282458,14,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
155,mini-cooper-s-6v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/ofvobgyls6qs93vsdy8d.jpg?v=1649282460,15,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
156,mini-cooper-s-6v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/sufh6apjrvpo5bf7xt7v.jpg?v=1649282461,16,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
157,mini-cooper-s-6v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/y8poqvxwvhafvaq4u9on.jpg?v=1649282463,17,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
158,mini-cooper-s-6v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/pm7htfwwqaiqmx4ez0ic.jpg?v=1649282464,18,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
159,mini-cooper-s-6v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/rghytnw1xob9vvd7wijw.jpg?v=1649282465,19,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
160,mini-cooper-s-6v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/pjlslpwlqrl0apmhfwak.jpg?v=1649282467,20,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
161,mini-cooper-s-6v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/b797rv4iskcfaa2dlcbb.jpg?v=1649282468,21,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
162,mini-cooper-s-6v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/f3imhhrrwsgxphrytxap.jpg?v=1649282469,22,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
163,mini-cooper-s-6v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/xcmgxbbh2j7w7nidldid.jpg?v=1649282471,23,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
164,mini-cooper-s-6v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/noyzjuokco0niwnsz7vt.jpg?v=1649282472,24,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
165,mini-cooper-s-6v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/y8lehcfowxufeup8jv0k.jpg?v=1649282474,25,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
166,mini-cooper-s-6v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/hq2fk1dygi3gb2igvlqz.jpg?v=1649282475,26,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
167,mini-cooper-s-6v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/shjx6dilk7c1nkzz6otg.jpg?v=1649282476,27,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
168,mini-cooper-s-6v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/p0o0jccq26hmyv9arqh4.jpg?v=1649282478,28,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
169,mini-cooper-s-6v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/uzmkgvdmhaqecwcamazl.jpg?v=1649282480,29,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
170,mini-cooper-s-6v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/tnxn5gr3nmyyprsopyl5.jpg?v=1649282481,30,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
171,mini-cooper-s-6v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/kp979tdddttcxpknv7tt.jpg?v=1649282482,31,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
172,mini-cooper-s-6v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/aokiltswqtxzv2styrvz.jpg?v=1649282483,32,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
173,maestro-sport-booster-seat-sale,Maestro Sport 2-In-1 Booster Car Seat,"<p>The Evenﬂo® Maestro™ Sport Booster Seat offers two modes of forward-facing use for your growing child. Accommodating children 22-110 lbs., stage one has a 5-point harness for children at least 2 years old up to 50 lbs., and stage two allows you to use the vehicle belt as a high back booster for children at least 4 years old. The up-front harness adjustment is centralized, making it easy to properly tighten the harness. As your child grows, the shoulder belt guide assists in positioning the vehicle's belt across their shoulder to provide optimal safety. Children appreciate the dual integrated cup holders to keep their snacks and drinks secure. The removable, machine-washable seat pad allows for easy cleanup of any messes. The Maestro Sport is designed, engineered, tested and assembled in the United States.</p><p>Evenﬂo car seats have been tested above and beyond industry standards and undergo our rigorous side impact and dynamic rollover tests. Additionally, all car seats include live video installation support, giving you the tools and conﬁdence to securely and correctly install your car seat.</p>",Evenflo,,,"Closeout, FG, Outlet",True,Color,Layton Gray,,,,,34912200,5669.904625,shopify,deny,manual,54.75,89.99,True,True,32884196975.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/flcgj8rnjdm6tpdjtjo1_d59a59b4-0c73-4d23-a4f3-bb828dcb7527.jpg?v=1649945949,1,,False,Maestro Sport 2-In-1 Booster Car Seat - Evenflo® Official Site,"Children appreciate the dual integrated cup holders to keep their snacks and drinks secure. The removable, machine-washable seat pad allows for easy cleanup. The Maestro™ Sport is designed, engineered, tested and assembled in the United States.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/flcgj8rnjdm6tpdjtjo1_d59a59b4-0c73-4d23-a4f3-bb828dcb7527.jpg?v=1649945949,lb,,,active,5 yrs - 10 yrs,4 yrs +
174,litemax-dlx-infant-car-seats-sale,LiteMax DLX Infant Car Seat," The safety you demand with the ease and comfort you want for your new baby—Evenflo® brings it all together at a great value with the new LiteMax™ DLX Infant Car Seat. This performance-pushing seat exceeds industry safety standards and is rollover tested in the Evenflo tradition. The LiteMax DLX is designed to impress with notable features not found on most infant seats. The SafeZone™ Load Leg, a telescoping support leg with easy-to-read indicators helps stabilize the seat base for minimal movement. A no-rethread harness and adjustable headrest, allowing you to instantaneously adjust for baby’s growth without removing and rethreading the harness straps. SureSafe™ LATCH with guides give you the option to use the lower anchors to easily and securely install the seat or use the belt-lock off to achieve the same great installation with vehicle belt. The plush head and body pillow, and ergonomic handle deliver the on-the-go comfort both your babe and you can appreciate. ",Evenflo,,,"Closeout, FG, Outlet",False,Color,Meteorite Gray,,,,,30512290,11294.450013,shopify,deny,manual,119.75,169.99,True,True,32884199822.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/w8pzlczajmugf8jevdsk.jpg?v=1649945789,1,,False,LiteMax DLX Infant Car Seat - Evenflo® Official Site,"Lighter than the leading competition, the LiteMax infant car seat is finely-tuned with features designed to minimize overall parent-effort. The LiteMax includes a stay-in-car convenience base with an integrated belt lock-off system.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/w8pzlczajmugf8jevdsk.jpg?v=1649945789,lb,,,archived,0 - 1 yr,expectant - 6 mos
175,litemax-dlx-infant-car-seats-sale,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/btbt2ivgyikbl20h5sl1_ce017660-75b5-4f41-8df2-a58adb864dd9.jpg?v=1649945789,2,,,,,,,,,,,,,,,,,,,,,,,0 - 1 yr,expectant - 6 mos
176,litemax-35-infant-car-seats-sale,LiteMax 35 Infant Car Seat,"<p>A little convenience
goes a long way during the busy first few months of your child’s life. The
Evenflo® LiteMax™ 35 delivers and then some, with a super lightweight,
easy-to-carry car seat that your baby won’t outgrow overnight. Designed for
infants weighing 4–35 lb, this lightweight wonder is a breeze to install, but a
heavy weight when it comes to comfort and belting in your child for maximum
safety. At Evenflo, we go above and beyond government standards to create car
seats and bases that are safe. </p>

<p> </p>

<p>The LiteMax 35 Infant
Car Seat meets all applicable federal safety standards. It is rollover tested,
temperature tested, and structural integrity tested at energy levels
approximately 2X the federal crash test standard. If you need help installing
your car seat, our ParentLink® customer service experts offer help
online in real time. Get live video support with a certified car seat safety
technician to ensure proper vehicle installation, so you can drive with
confidence knowing your child is protected. </p>

<p> </p>

<p>It's been 100 years
and Evenflo continues to push the boundaries in baby and children’s gear design
and innovation. We meet the needs of new generations of parents by focusing on
what they really care about: leading-edge safety, smart design and technology,
and convenient features that help them enjoy the journey of parenthood.</p>",Evenflo,,,"Excess, FG, Outlet",True,Color,Azalea Pink,,,,,30512041,9207.925111,shopify,deny,manual,139.99,112.99,True,True,32884193905.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/pnxzidvzj1mx5daisi7e_840bcba2-1f79-4d47-b6db-e139cd705abe.jpg?v=1649945771,1,,False,LiteMax 35 Infant Car Seat - Evenflo® Official Site,"Lighter than the leading competition, this car seat is finely-tuned with features designed to minimize overall parent-effort. The upfront harness adjustment, infant head support, and a parent-friendly handle provide an easy transfer from home to car.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/pnxzidvzj1mx5daisi7e_840bcba2-1f79-4d47-b6db-e139cd705abe.jpg?v=1649945771,lb,,,active,0 - 1 yr,expectant - 6 mos
177,litemax-35-infant-car-seats-sale,,,,,,,,,Bamboo Leaf Gray,,,,,30512061,9207.925111,shopify,deny,manual,69.75,112.99,True,True,32884194254.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/lqgfkiae7pgevmub5dnw_7dfb635b-5753-4716-9683-6712448709d6.jpg?v=1649945771,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/lqgfkiae7pgevmub5dnw_7dfb635b-5753-4716-9683-6712448709d6.jpg?v=1649945771,lb,,,,0 - 1 yr,expectant - 6 mos
178,litemax-35-infant-car-seats-sale,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/zrbfghsw81qtp8xakqkr.jpg?v=1649945771,3,,,,,,,,,,,,,,,,,,,,,,,0 - 1 yr,expectant - 6 mos
179,gmc-sierra-denali-12v,GMC Sierra Denali 12-Volt Battery Ride-On Vehicle,"Everybody needs some adrenaline in their lives, and there's no better way to have fun and get some wind in your hair than with the Rollplay 12 Volt GMC Sierra Denali! The custom features on this truck are perfect for any car fanatic. Your little driver won't be able to get enough of the GMC 12V Sierra Denali that lights up, honks, plays music, and makes real engine noises. Everyone will be begging to jump into the passenger seat to join in the adventure! From the steering wheel down to the big chrome-plated hub caps; even the grips and tires feature an authentic GMC design for a distinct look that would make any parent proud. Designed to be a safe choice for beginners to learn on, the four-wheel truck features a high speed lockout option for parents to limit the maximum speed until your child has a feel for the road. The rubber non-slip traction strips on the tires ensures stability and makes sure the GMC 12V Sierra Denali can go where others can't. The exciting shiny body and cushioned seats are low to the ground so that little legs can easily get on and off on their own. Of course, riding is only half the fun: when you add the GMC quality to this kid- and parent-approved truck, it comes to life! Watch your child smile, giggle, and play with delight when they hear the awesome real-life sound effects. Headlights will light up your path, turning on whenever the truck is in motion. Your kids will let you know when to watch out as they honk their horn and make real engine noises while they zoom past at the thrilling speed of 2.5 MPH to 5 MPH in forward, and 2.5 MPH in reverse. The dashboard is even decked out with an MP3 connector with speakers so your little cruiser can rock out to their own tunes as they drive around.",Rollplay,,,"FG, Rollplay",True,Color,Red,,,,,W461-G02-WH,40501.2627173,shopify,deny,manual,270.75,399.99,True,True,840009103988.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/y8zmguzt50g1qadoozz2.jpg?v=1649281999,1,,False,GMC Sierra Denali 12-Volt Battery Ride-On Vehicle - Evenflo® Official Site,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/b05y4ubkelhhcgzrghl7.jpg?v=1649281999,lb,,,active,,
180,gmc-sierra-denali-12v,,,,,,,,,Black,,,,,W461-GOB-WH,40501.2627173,shopify,deny,manual,270.75,399.99,True,True,840009100840.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/ljbu0m2vbcphhxukbidd.jpg?v=1649281983,2,GMC Sierra Denali 12-Volt Battery Ride-On Vehicle,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/y8zmguzt50g1qadoozz2.jpg?v=1649281999,lb,,,,,
181,gmc-sierra-denali-12v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/b87iuxuo0dj8rkkd6z38.jpg?v=1649281984,3,GMC Sierra Denali 12-Volt Battery Ride-On Vehicle,,,,,,,,,,,,,,,,,,,,,,,
182,gmc-sierra-denali-12v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/ls2ag1rinu19yrtgjh2u.jpg?v=1649281984,4,GMC Sierra Denali 12-Volt Battery Ride-On Vehicle,,,,,,,,,,,,,,,,,,,,,,,
183,gmc-sierra-denali-12v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/ywa0i64bx2igkuojcxhj.jpg?v=1649281997,5,GMC Sierra Denali 12-Volt Battery Ride-On Vehicle,,,,,,,,,,,,,,,,,,,,,,,
184,gmc-sierra-denali-12v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/qkpshmoc1fvc9cbdc6fc.jpg?v=1649281997,6,GMC Sierra Denali 12-Volt Battery Ride-On Vehicle,,,,,,,,,,,,,,,,,,,,,,,
185,gmc-sierra-denali-12v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/tkuoematiqitmjf5uvvr.jpg?v=1649281998,7,GMC Sierra Denali 12-Volt Battery Ride-On Vehicle,,,,,,,,,,,,,,,,,,,,,,,
186,gmc-sierra-denali-12v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/b05y4ubkelhhcgzrghl7.jpg?v=1649281999,8,,,,,,,,,,,,,,,,,,,,,,,,
187,gmc-sierra-denali-12v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/ndnanohhobx7c6umvfa5.jpg?v=1649281985,9,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
188,gmc-sierra-denali-12v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/d8qg5sb6aryns9vdmnb6.jpg?v=1649281986,10,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
189,gmc-sierra-denali-12v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/immeqlbu3f2diceu61kk.jpg?v=1649281988,11,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
190,gmc-sierra-denali-12v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/urgtrtkidx5up3m2kpkp.jpg?v=1649281989,12,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
191,gmc-sierra-denali-12v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/dsn02v9yusfjxmesefdl.jpg?v=1649281990,13,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
192,gmc-sierra-denali-12v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/jtb4jgqzkubdh8aokols.jpg?v=1649281992,14,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
193,gmc-sierra-denali-12v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/nyzbwqeyijyckvp0hd0s.jpg?v=1649281993,15,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
194,gmc-sierra-denali-12v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/ei7zmaonhmkg3posnler.jpg?v=1649281994,16,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
195,gmc-sierra-denali-12v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/yo1ovr0jmfz2x9dt3gze.jpg?v=1649281995,17,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
196,gmc-sierra-denali-12v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/blj5plnw5kuln63qv3of.jpg?v=1649281997,18,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
197,gmc-sierra-denali-12v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/gxqz1vfn9olpu1rjupfk.jpg?v=1649281999,19,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
198,gmc-sierra-6v,GMC Sierra 6-Volt Battery Ride-On Vehicle," Get trucking with the Rollplay 6V GMC Sierra! With a realistic, chrome-detailed truck body, this all-terrain battery ride-on can handle sidewalks, grass and dirt! The GMC Sierra features real LED headlights, dual opening doors, realistic engine sounds and horn, an MP3 connector, working mirrors, and more! The truck runs at 2.5 MPH in forward and reverse and includes rubber traction strips on the wheels. The 6-Volt battery includes a battery life indicator, so you'll know when it's time to recharge. With a maximum weight limit of 77 lbs. this truck is recommended for children 3 years and up. ",Rollplay,,,"FG, Rollplay",True,Color,Black,,,,,W460-G02OB-WH,23999.5722967,shopify,deny,manual,150.75,199.99,True,True,840009107443.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/v9ivpigsdes2azfjw1zz.jpg?v=1649945633,1,,False,GMC Sierra 6-Volt Battery Ride-On Vehicle - Evenflo® Official Site,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/v9ivpigsdes2azfjw1zz.jpg?v=1649945633,lb,,,active,,
199,gmc-sierra-6v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/ne99bfafts8w72sblvxe.png?v=1649945631,2,GMC Sierra 6-Volt Battery Ride-On Vehicle,,,,,,,,,,,,,,,,,,,,,,,
200,gmc-sierra-6v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/c5cve3owf4dkpjyjdvns.png?v=1649945631,3,GMC Sierra 6-Volt Battery Ride-On Vehicle,,,,,,,,,,,,,,,,,,,,,,,
201,gmc-sierra-6v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/oomq6hwlq6ozrbkux7gw.png?v=1649945631,4,GMC Sierra 6-Volt Battery Ride-On Vehicle,,,,,,,,,,,,,,,,,,,,,,,
202,gmc-sierra-6v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/d9xlzanl6gssridyz95y.png?v=1649945632,5,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
203,gmc-sierra-6v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/rzbannmcdepfwd4n1irh.png?v=1649945632,6,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
204,gmc-sierra-6v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/vnbmyrzwv9zxtp2q4cwt.jpg?v=1649945632,7,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
205,gmc-sierra-6v,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/lob111dsqxd00oo9vppm.jpg?v=1649945632,8,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,,
206,folio-strollers-and-car-seats-travel-systems,Folio Stroller & LiteMax Infant Car Seat Travel System,"<p>The Evenflo® Folio Travel System featuring the LiteMax™ Infant Car Seat. The LiteMax infant car seat has been rollover and side impact tested to provide safety where your child needs it most. The base includes an integrated belt lock-off system which provides peace of mind that the base is securely and correctly installed. The LiteMax ICS has been designed and tested for structural integrity at energy levels approximately 2X the federal crash test standard AND tested to simulate a side impact event and rollover event.</p><p>The new Folio Travel System is a full-size luxury stroller with an innovative fold – allowing it to fold almost 1/3rd the size of traditional full-size strollers.  It’s “N” accordion style fold is activated by the strap in-seat for easy, one-hand operation.  The stroller is not only sophisticated in it’s folding method, but also it’s features and fashion.  It includes the Litemax Infant Car Seat w/ Roll-over protection, oversized cruiser tires for easier maneuverability, full coverage canopy with window, large storage basket, multiple recline seat, child snack tray and Flex-hold parent cup holder.</p><p>The LiteMax Infant Car Seat has a full canopy and comfortable infant head support. Parents can easily install the Infant Car Seat base with the belt-lock and 2-position recline which provides an easier and more secure seatbelt install.  Ready, set, go – car seat moves from base to stroller with one secure click. The unique ergonomic handle is designed for carrying in the bend of the arm, exactly how most parents carry it.</p><p>Evenflo is dedicated to enriching children’s lives- their safety, their care and their future. For nearly a century, Evenflo has been a leader in safety, innovation and education. We’ve been by parents’ side, earning their trust as they care for their newest and most precious family members.</p>",Evenflo,,,"Closeout, FG, Outlet",False,Color,Metro Gray,,,,,56312002,18506.568696,shopify,deny,manual,140.75,199.99,True,True,32884192991.0,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/sgkn8r8nkllftspgy1ja.jpg?v=1649281900,1,Folio Stroller & LiteMax Infant Car Seat Travel System,False,Folio Stroller & LiteMax Infant Car Seat Travel System - Evenflo® Official Site,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/g1w1gitp1oin1uintlig.jpg?v=1649281915,lb,,,archived,0 - 5 yrs,expectant - 1 yr
207,folio-strollers-and-car-seats-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/tyddump4wrruytxck49i.jpg?v=1649281900,2,Folio Stroller & LiteMax Infant Car Seat Travel System,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
208,folio-strollers-and-car-seats-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/psucz04modgkmolx51jg.jpg?v=1649281901,3,Folio Stroller & LiteMax Infant Car Seat Travel System,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
209,folio-strollers-and-car-seats-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/g1w1gitp1oin1uintlig.jpg?v=1649281915,4,,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
210,folio-strollers-and-car-seats-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/y8ih3mdlx6llnowu9q3q.jpg?v=1649281902,5,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
211,folio-strollers-and-car-seats-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/e9fu4u4zkeeuy70ubjee.jpg?v=1649281903,6,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
212,folio-strollers-and-car-seats-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/noi6zadi06vfagoq17ku.jpg?v=1649281904,7,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
213,folio-strollers-and-car-seats-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/hcf67kwjfzptazeoigxq.jpg?v=1649281905,8,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
214,folio-strollers-and-car-seats-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/r2epqvb1nzlilwmqvhyj.jpg?v=1649281907,9,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
215,folio-strollers-and-car-seats-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/yvoakiqabtjwfhkckj9h.jpg?v=1649281908,10,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
216,folio-strollers-and-car-seats-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/tswablgddux4ydxyejpw.jpg?v=1649281909,11,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
217,folio-strollers-and-car-seats-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/p7xkmohnbf5tw0i0zmlz.jpg?v=1649281910,12,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
218,folio-strollers-and-car-seats-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/svk7w2le89k9j3ds6dvu.jpg?v=1649281912,13,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
219,folio-strollers-and-car-seats-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/ucp7pplhrnhme6iqv6sh.jpg?v=1649281913,14,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
220,folio-strollers-and-car-seats-travel-systems,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0512/2359/3116/products/bsdztqyisaoqqhylbqvk.jpg?v=1649281914,15,shopify-item-title,,,,,,,,,,,,,,,,,,,,,,0 - 5 yrs,expectant - 1 yr
